identifier,ec,keyword,length,protein_families,reviewed,root,domain,kingdom,phylum,class,order,family,genus,species,gene_name,protein_name,uniprot_kb_id
P0DKP7,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),61,conotoxin A superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Alpha-conotoxin CnIJ,CA1E_CONCN
P0DKP8,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),50,conotoxin A superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Alpha-conotoxin CnIG,CA1G_CONCN
P0DKP9,,KW-0027 (Amidation);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),72,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Conotoxin CnIIID,CM3D_CONCN
P0DKQ0,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),73,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Conotoxin CnIIIE,CM3E_CONCN
P0DKQ1,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),73,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Conotoxin CnIIIF,CM3F_CONCN
P0DKQ2,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),73,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Conotoxin CnIIIG,CM3G_CONCN
P0DKQ3,,KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),71,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Omega-conotoxin-like CnVIIE,M7E_CONCN
P0DKQ4,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),71,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Omega-conotoxin-like CnVIIF,M7F_CONCN
P0DKQ5,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),71,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Omega-conotoxin-like CnVIIG,M7G_CONCN
P0DKQ6,,KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),77,conotoxin O1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Omega-conotoxin-like CnVIIJ,M7J_CONCN
P0DKQ7,,KW-0165 (Cleavage on pair of basic residues);KW-0558 (Oxidation);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),146,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Linear conopeptide,CXL_CONCN
P0DKQ8,,KW-0204 (Cytolysis);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0166 (Nematocyst);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-0813 (Transport),248,actinoporin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,,Conoporin-Cn1,ACTP_CONCN
P0DKQ9,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),74,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,,Mu-conotoxin-like T3.1,CM31_CONTU
P0DKR0,3.4.24.- (Metalloendopeptidases),KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0959 (Myotoxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),33,venom metalloproteinase (M12B) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops moojeni,,Zinc metalloproteinase-disintegrin-like moojenin,VM3_BOTMO
P0DKR3,3.1.1.4 (phospholipase A2),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),122,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Pseudocerastes,Pseudocerastes fieldi,,Acidic phospholipase A2 CbIalpha,PA2AA_PSEFE
P0DKR4,3.1.1.4 (phospholipase A2),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),20,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Pseudocerastes,Pseudocerastes fieldi,,Acidic phospholipase A2 CbIbeta,PA2AB_PSEFE
P0DKR5,3.1.1.4 (phospholipase A2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),122,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Pseudocerastes,Pseudocerastes fieldi,,Basic phospholipase A2 CbII,PA2B2_PSEFE
P0DKR6,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0582 (Pharmaceutical);KW-1275 (Proton-gated sodium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),78,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,,Mambalgin-1,3SX1_DENPO
P0DKS3,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0582 (Pharmaceutical);KW-1275 (Proton-gated sodium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),57,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,,Mambalgin-2,3SX2_DENPO
P0DKT1,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0722 (Serine protease inhibitor);KW-0732 (Signal);KW-0800 (Toxin),70,conopeptide P-like superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Turridae,Polystira,Polystira albida,,Turripeptide Pal9.2,TU92_POLAB
P0DKT2,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0722 (Serine protease inhibitor);KW-0732 (Signal);KW-0800 (Toxin),70,conopeptide P-like superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,Gemmula sogodensis,,Turripeptide Gsg9.2,TU92_GEMSO
P0DKT3,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0722 (Serine protease inhibitor);KW-0732 (Signal);KW-0800 (Toxin),70,conopeptide P-like superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,Gemmula speciosa,,Turripeptide Gsp9.3,TU93_GEMSP
P0DKT4,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0722 (Serine protease inhibitor);KW-0732 (Signal);KW-0800 (Toxin),70,conopeptide P-like superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Turridae,Iotyrris,Iotyrris cingulifera,,Turripeptide Ici9.2,TU92_IOTCI
P0DKT5,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0722 (Serine protease inhibitor);KW-0732 (Signal);KW-0800 (Toxin),70,conopeptide P-like superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,Gemmula lisajoni,,Turripeptide Gli9.1,TU91_GEMLI
P0DKT6,3.1.1.4 (phospholipase A2),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),35,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis arietans,,Phospholipase A2 bitanarin,PA2B_BITAR
P0DKT7,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),20,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,,Basic phospholipase A2 cannitoxin alpha chain,PA2CA_OXYSA
P0DKU1,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0872 (Ion channel impairing toxin);KW-0959 (Myotoxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),122,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,,Basic phospholipase A2 homolog Gln49-PLA2,PA2H_GLOUS
P0DKU2,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),145,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,,Phospholipase A2 phospholipin,PA2_PANIM
P0DKU3,3.1.1.4 (phospholipase A2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0800 (Toxin),30,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nigricollis,,Basic phospholipase A2 CM-I,PA2B1_NAJNG
P0DKU4,3.1.1.4 (phospholipase A2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0800 (Toxin),30,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nigricollis,,Basic phospholipase A2 CM-II,PA2B2_NAJNG
P0DKW9,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),79,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,,Alpha-elapitoxin-Aa2e,3L22E_ACAAN
P0DKX1,3.1.1.4 (phospholipase A2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0800 (Toxin),19,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,,Neutral phospholipase A2 RVV-PFIIc',PA2N_DABRR
P0DKX2,3.4.21.- (Serine endopeptidases),KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),10,peptidase S1 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,,Thrombin-like enzyme Cdc SI,VSP1_CRODM
P0DKX3,3.4.21.- (Serine endopeptidases),KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),20,peptidase S1 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,,Thrombin-like enzyme Cdc SII,VSP2_CRODM
P0DKY5,3.4.21.- (Serine endopeptidases),KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-1202 (Platelet aggregation activating toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),44,peptidase S1 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,,Thrombin-like enzyme F202,VSP_CRODU
P0DKY6,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0382 (Hypotensive agent);KW-0964 (Secreted);KW-0800 (Toxin);KW-0838 (Vasoactive);KW-0840 (Vasodilator),33,natriuretic peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,,Natriuretic peptide NP2,ANF_CRODU
P0DKY9,,KW-0301 (Gamma-carboxyglutamic acid);KW-0872 (Ion channel impairing toxin);KW-1028 (Ionotropic glutamate receptor inhibitor);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),103,conotoxin B superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus rolani,,Conantokin R1-A,CKR1A_CONRO
P0DKZ0,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0106 (Calcium);KW-0301 (Gamma-carboxyglutamic acid);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-1028 (Ionotropic glutamate receptor inhibitor);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),96,conotoxin B superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus rolani,,Conantokin Rl-B,CKR1B_CONRO
P0DKZ1,,KW-0027 (Amidation);KW-0106 (Calcium);KW-0301 (Gamma-carboxyglutamic acid);KW-0872 (Ion channel impairing toxin);KW-1028 (Ionotropic glutamate receptor inhibitor);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),96,conotoxin B superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus rolani,,Conantokin Rl-C,CKR1C_CONRO
P0DKZ2,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),12,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,,Bradykinin-potentiating peptide 12d,BPPCD_BOTCO
P0DKZ3,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),7,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,,Bradykinin-potentiating peptide 7b,BPP7B_BOTCO
P0DKZ4,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),8,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,,Bradykinin-potentiating peptide 8a,BPP8A_BOTCO
P0DKZ5,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),12,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,,Bradykinin-potentiating peptide 12e,BPPCE_BOTCO
P0DKZ6,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),13,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,,Bradykinin-potentiating peptide 13a,BPPDA_BOTCO
P0DKZ7,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),12,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops fonsecai,,Bradykinin-potentiating peptide 12d,BPPCD_BOTFO
P0DKZ8,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),7,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops fonsecai,,Bradykinin-potentiating peptide 7c,BPP7C_BOTFO
P0DKZ9,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),13,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops fonsecai,,Bradykinin-potentiating peptide AP,BPPAP_BOTFO
P0DL00,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),11,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops fonsecai,,Bradykinin-potentiating peptide 11g,BPPBG_BOTFO
P0DL01,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),11,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,,Bradykinin-potentiating peptide 11g,BPPBG_BOTJA
P0DL02,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),13,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,,Bradykinin-potentiating peptide 13c,BPPDC_BOTJA
P0DL03,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),12,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,,Bradykinin-potentiating peptide 12e,BPPCE_BOTJA
P0DL04,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),11,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,,Bradykinin-potentiating peptide 11i,BPPBI_BOTJA
P0DL05,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),11,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,,Bradykinin-potentiating peptide 11j,BPPBJ_BOTJA
P0DL06,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),13,bradykinin-potentiating peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,,Bradykinin-potentiating peptide 13d,BPPDD_BOTJA
